"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Kodala","02","PT-KDL-568636",NULL,"PT-AC-KDL-2021-11-25-568661","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568637",NULL,"PT-AC-KDL-2021-11-25-568662","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568638",NULL,"PT-AC-KDL-2021-11-25-568663","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568639",NULL,"PT-AC-KDL-2021-11-25-568664","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568640",NULL,"PT-AC-KDL-2021-11-25-568665","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568641",NULL,"PT-AC-KDL-2021-11-25-568666","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568642",NULL,"PT-AC-KDL-2021-11-25-568667","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568643",NULL,"PT-AC-KDL-2021-11-25-568668","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568644",NULL,"PT-AC-KDL-2021-11-25-568669","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568645",NULL,"PT-AC-KDL-2021-11-25-568670","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568646",NULL,"PT-AC-KDL-2021-11-25-568671","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568647",NULL,"PT-AC-KDL-2021-11-25-568672","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568648",NULL,"PT-AC-KDL-2021-11-25-568673","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568649",NULL,"PT-AC-KDL-2021-11-25-568674","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568650",NULL,"PT-AC-KDL-2021-11-25-568675","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568651",NULL,"PT-AC-KDL-2021-11-25-568676","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568652",NULL,"PT-AC-KDL-2021-11-25-568677","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568653",NULL,"PT-AC-KDL-2021-11-25-568678","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568654",NULL,"PT-AC-KDL-2021-11-25-568679","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568655",NULL,"PT-AC-KDL-2021-11-25-568680","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568656",NULL,"PT-AC-KDL-2021-11-25-568681","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-25"
"Kodala","02","PT-KDL-568657",NULL,"PT-AC-KDL-2021-11-26-568682","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568658",NULL,"PT-AC-KDL-2021-11-26-568683","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568659",NULL,"PT-AC-KDL-2021-11-26-568684","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568660",NULL,"PT-AC-KDL-2021-11-26-568685","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568661",NULL,"PT-AC-KDL-2021-11-26-568686","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568662",NULL,"PT-AC-KDL-2021-11-26-568687","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568663",NULL,"PT-AC-KDL-2021-11-26-568688","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568664",NULL,"PT-AC-KDL-2021-11-26-568689","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568665",NULL,"PT-AC-KDL-2021-11-26-568690","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568666",NULL,"PT-AC-KDL-2021-11-26-568691","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568667",NULL,"PT-AC-KDL-2021-11-26-568692","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568668",NULL,"PT-AC-KDL-2021-11-26-568693","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568669",NULL,"PT-AC-KDL-2021-11-26-568694","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568670",NULL,"PT-AC-KDL-2021-11-26-568695","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568671",NULL,"PT-AC-KDL-2021-11-26-568696","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568672",NULL,"PT-AC-KDL-2021-11-26-568697","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568673",NULL,"PT-AC-KDL-2021-11-26-568698","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568674",NULL,"PT-AC-KDL-2021-11-26-568699","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568675",NULL,"PT-AC-KDL-2021-11-26-568700","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568676",NULL,"PT-AC-KDL-2021-11-26-568701","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568677",NULL,"PT-AC-KDL-2021-11-26-568702","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568678",NULL,"PT-AC-KDL-2021-11-26-568703","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568679",NULL,"PT-AC-KDL-2021-11-26-568704","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-26"
"Kodala","02","PT-KDL-568680",NULL,"PT-AC-KDL-2021-11-26-568705","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-11-26"
"Kodala","02","PT-KDL-571587",NULL,"PT-AC-KDL-2021-11-29-571614","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571588",NULL,"PT-AC-KDL-2021-11-29-571615","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571589",NULL,"PT-AC-KDL-2021-11-29-571616","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571590",NULL,"PT-AC-KDL-2021-11-29-571617","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571591",NULL,"PT-AC-KDL-2021-11-29-571618","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571592",NULL,"PT-AC-KDL-2021-11-29-571619","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571593",NULL,"PT-AC-KDL-2021-11-29-571620","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571594",NULL,"PT-AC-KDL-2021-11-29-571621","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571595",NULL,"PT-AC-KDL-2021-11-29-571622","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571596",NULL,"PT-AC-KDL-2021-11-29-571623","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571597",NULL,"PT-AC-KDL-2021-11-29-571624","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571598",NULL,"PT-AC-KDL-2021-11-29-571625","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571599",NULL,"PT-AC-KDL-2021-11-29-571626","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571600",NULL,"PT-AC-KDL-2021-11-29-571627","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571601",NULL,"PT-AC-KDL-2021-11-29-571628","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571602",NULL,"PT-AC-KDL-2021-11-29-571629","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571603",NULL,"PT-AC-KDL-2021-11-29-571630","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571604",NULL,"PT-AC-KDL-2021-11-29-571631","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571605",NULL,"PT-AC-KDL-2021-11-29-571632","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571606",NULL,"PT-AC-KDL-2021-11-29-571633","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571607",NULL,"PT-AC-KDL-2021-11-29-571634","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571608",NULL,"PT-AC-KDL-2021-11-29-571635","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571609",NULL,"PT-AC-KDL-2021-11-29-571636","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571610",NULL,"PT-AC-KDL-2021-11-29-571637","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571611",NULL,"PT-AC-KDL-2021-11-29-571638","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571612",NULL,"PT-AC-KDL-2021-11-29-571639","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571613",NULL,"PT-AC-KDL-2021-11-29-571640","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571614",NULL,"PT-AC-KDL-2021-11-29-571641","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571615",NULL,"PT-AC-KDL-2021-11-29-571642","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571616",NULL,"PT-AC-KDL-2021-11-29-571643","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571617",NULL,"PT-AC-KDL-2021-11-29-571644","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571618",NULL,"PT-AC-KDL-2021-11-29-571645","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571619",NULL,"PT-AC-KDL-2021-11-29-571646","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571620",NULL,"PT-AC-KDL-2021-11-29-571647","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-11-29"
"Kodala","02","PT-KDL-571621",NULL,"PT-AC-KDL-2021-11-29-571648","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571622",NULL,"PT-AC-KDL-2021-11-29-571649","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571623",NULL,"PT-AC-KDL-2021-11-29-571650","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571624",NULL,"PT-AC-KDL-2021-11-29-571651","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571625",NULL,"PT-AC-KDL-2021-11-29-571652","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571626",NULL,"PT-AC-KDL-2021-11-29-571653","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571627",NULL,"PT-AC-KDL-2021-11-29-571654","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571628",NULL,"PT-AC-KDL-2021-11-29-571655","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571629",NULL,"PT-AC-KDL-2021-11-29-571656","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571630",NULL,"PT-AC-KDL-2021-11-29-571657","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571631",NULL,"PT-AC-KDL-2021-11-29-571658","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571632",NULL,"PT-AC-KDL-2021-11-29-571659","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571633",NULL,"PT-AC-KDL-2021-11-29-571660","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571634",NULL,"PT-AC-KDL-2021-11-29-571661","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571635",NULL,"PT-AC-KDL-2021-11-29-571662","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571636",NULL,"PT-AC-KDL-2021-11-29-571663","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571637",NULL,"PT-AC-KDL-2021-11-29-571664","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571638",NULL,"PT-AC-KDL-2021-11-29-571665","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571639",NULL,"PT-AC-KDL-2021-11-29-571666","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571640",NULL,"PT-AC-KDL-2021-11-29-571667","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571641",NULL,"PT-AC-KDL-2021-11-29-571668","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571642",NULL,"PT-AC-KDL-2021-11-29-571669","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571643",NULL,"PT-AC-KDL-2021-11-29-571670","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571644",NULL,"PT-AC-KDL-2021-11-29-571671","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571645",NULL,"PT-AC-KDL-2021-11-29-571672","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571646",NULL,"PT-AC-KDL-2021-11-29-571673","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571647",NULL,"PT-AC-KDL-2021-11-30-571674","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571648",NULL,"PT-AC-KDL-2021-11-30-571675","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571649",NULL,"PT-AC-KDL-2021-11-30-571676","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571650",NULL,"PT-AC-KDL-2021-11-30-571677","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571651",NULL,"PT-AC-KDL-2021-11-30-571678","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571652",NULL,"PT-AC-KDL-2021-11-30-571679","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571653",NULL,"PT-AC-KDL-2021-11-30-571680","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571654",NULL,"PT-AC-KDL-2021-11-30-571681","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571655",NULL,"PT-AC-KDL-2021-11-30-571682","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571656",NULL,"PT-AC-KDL-2021-11-30-571683","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571657",NULL,"PT-AC-KDL-2021-11-30-571684","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571658",NULL,"PT-AC-KDL-2021-11-30-571685","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571659",NULL,"PT-AC-KDL-2021-11-30-571686","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571660",NULL,"PT-AC-KDL-2021-11-30-571687","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571661",NULL,"PT-AC-KDL-2021-11-30-571688","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571662",NULL,"PT-AC-KDL-2021-11-30-571689","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571663",NULL,"PT-AC-KDL-2021-11-30-571690","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571664",NULL,"PT-AC-KDL-2021-11-30-571691","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571665",NULL,"PT-AC-KDL-2021-11-30-571692","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571666",NULL,"PT-AC-KDL-2021-11-30-571693","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571667",NULL,"PT-AC-KDL-2021-11-30-571694","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571668",NULL,"PT-AC-KDL-2021-11-30-571695","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571669",NULL,"PT-AC-KDL-2021-11-30-571696","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571670",NULL,"PT-AC-KDL-2021-11-30-571697","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571671",NULL,"PT-AC-KDL-2021-11-30-571698","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571672",NULL,"PT-AC-KDL-2021-11-30-571699","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571673",NULL,"PT-AC-KDL-2021-11-30-571700","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571674",NULL,"PT-AC-KDL-2021-11-30-571701","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571675",NULL,"PT-AC-KDL-2021-11-30-571702","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571676",NULL,"PT-AC-KDL-2021-11-30-571703","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571677",NULL,"PT-AC-KDL-2021-11-30-571704","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571678",NULL,"PT-AC-KDL-2021-11-30-571705","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571679",NULL,"PT-AC-KDL-2021-11-30-571706","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571680",NULL,"PT-AC-KDL-2021-11-30-571707","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571681",NULL,"PT-AC-KDL-2021-11-30-571708","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Khandapada","01","PT-KHN-571682",NULL,"PT-AC-KHN-2021-11-30-571709","Independent Property","Independent Property","CREATE","INACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571683",NULL,"PT-AC-KDL-2021-11-30-571710","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571684",NULL,"PT-AC-KDL-2021-11-30-571711","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","03","PT-KDL-571685",NULL,"PT-AC-KDL-2021-11-30-571712","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571686",NULL,"PT-AC-KDL-2021-11-30-571713","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571687",NULL,"PT-AC-KDL-2021-11-30-571714","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571688",NULL,"PT-AC-KDL-2021-11-30-571715","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571689",NULL,"PT-AC-KDL-2021-11-30-571716","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571690",NULL,"PT-AC-KDL-2021-11-30-571717","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571691",NULL,"PT-AC-KDL-2021-11-30-571718","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571692",NULL,"PT-AC-KDL-2021-11-30-571719","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571693",NULL,"PT-AC-KDL-2021-11-30-571720","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571694",NULL,"PT-AC-KDL-2021-11-30-571721","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571695",NULL,"PT-AC-KDL-2021-11-30-571722","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571696",NULL,"PT-AC-KDL-2021-11-30-571723","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571697",NULL,"PT-AC-KDL-2021-12-01-571724","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571698",NULL,"PT-AC-KDL-2021-12-01-571725","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571699",NULL,"PT-AC-KDL-2021-12-01-571726","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571700",NULL,"PT-AC-KDL-2021-12-01-571727","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571701",NULL,"PT-AC-KDL-2021-12-01-571728","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571702",NULL,"PT-AC-KDL-2021-12-01-571729","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571703",NULL,"PT-AC-KDL-2021-12-01-571730","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571704",NULL,"PT-AC-KDL-2021-12-01-571731","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","01","PT-KDL-571705",NULL,"PT-AC-KDL-2021-12-01-571732","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kashinagar","11","PT-KSN-571706",NULL,"PT-AC-KSN-2021-12-01-571733","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","13","PT-KDL-571707",NULL,"PT-AC-KDL-2021-12-01-571736","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Kodala","13","PT-KDL-571708",NULL,"PT-AC-KDL-2021-12-01-571737","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Kodala","13","PT-KDL-571709",NULL,"PT-AC-KDL-2021-12-01-571738","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Khandapada","13","PT-KHN-571710",NULL,"PT-AC-KHN-2021-12-03-571739","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-03"
"Khandapada","06","PT-KHN-571711",NULL,"PT-AC-KHN-2021-12-03-571740","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-03"
"Khandapada","01","PT-KHN-571682",NULL,"PT-AC-KHN-2021-12-03-571741","Independent Property","Independent Property","UPDATE","ACTIVE","2021-12-03"
"Talcher","09","PT-TLC-571712",NULL,"PT-AC-TLC-2021-12-03-571742","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-03"
"Talcher","20","PT-TLC-571713",NULL,"PT-AC-TLC-2021-12-03-571743","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-03"
"Talcher","12","PT-TLC-571714",NULL,"PT-AC-TLC-2021-12-04-571744","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-04"
"Balangir","04","PT-BLR-571715",NULL,"PT-AC-BLR-2021-12-06-571747","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-06"
"Kamakhyanagar","06","PT-KMN-571716",NULL,"PT-AC-KMN-2021-12-07-571749","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Kamakhyanagar","06","PT-KMN-571717",NULL,"PT-AC-KMN-2021-12-07-571750","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Kamakhyanagar","06","PT-KMN-571718",NULL,"PT-AC-KMN-2021-12-07-571751","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-07-571753","Independent Property","Independent Property","CREATE","INACTIVE","2021-12-07"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-07-571754","Independent Property","Independent Property","UPDATE","INACTIVE","2021-12-07"
"Kamakhyanagar","02","PT-KMN-571721",NULL,"PT-AC-KMN-2021-12-08-571755","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-08"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-08-571756","Independent Property","Independent Property","UPDATE","ACTIVE","2021-12-08"
"Dhenkanal","07","PT-DKN-571722",NULL,"PT-AC-DKN-2021-12-09-571758","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-09"
"Kodala","13","PT-KDL-571723",NULL,"PT-AC-KDL-2021-12-09-571760","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
