"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Rourkela","BP-RRK-2022-02-12-000825","BPA1","2022-02-12","2022-02-12","APPROVED","BP/RRK/000048","2022-02-17"
"Bhubaneswar","BP-BMC-2022-02-13-000839","BPA1","2022-02-13","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-11-000807","BPA1","2022-02-11","2022-02-11","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000854","BPA1","2022-02-14",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-31-000605","BPA2","2022-01-31","2022-02-02","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2021-12-02-000171","BPA1","2021-12-02","2022-01-13","APPROVED","BP/CTC/000043","2022-02-14"
"Rourkela","BP-RRK-2022-02-13-000849","BPA1","2022-02-13",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-14-000871","BPA1","2022-02-14","2022-02-14","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-10-000777","BPA1","2022-02-10","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000591","BPA2","2022-01-29","2022-02-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000756","BPA2","2022-02-09","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000879","BPA1","2022-02-15","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000860","BPA1","2022-02-14","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-28-000566","BPA1","2022-01-28","2022-02-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000765","BPA1","2022-02-09","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-10-000790","BPA1","2022-02-10","2022-02-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000585","BPA1","2022-01-29",NULL,"PENDING_APPL_FEE",NULL,NULL
"Rourkela","BP-RRK-2022-01-22-000511","BPA1","2022-01-22","2022-01-22","APPROVED","BP/RRK/000045","2022-02-16"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-11-000809","BPA2","2022-02-11","2022-02-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-01-17-000392","BPA1","2022-01-17","2022-01-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-02-10-000780","BPA1","2022-02-10","2022-02-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000772","BPA1","2022-02-09","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-14-000875","BPA1","2022-02-14","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-02-000642","BPA1","2022-02-02","2022-02-04","APPROVED","BP/RRK/000044","2022-02-15"
"Bhubaneswar","BP-BMC-2022-02-14-000870","BPA1","2022-02-14","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2021-12-16-000200","BPA2","2021-12-16","2022-01-04","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000883","BPA2","2022-02-15",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000886","BPA2","2022-02-15",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000889","BPA2","2022-02-15",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-04-000684","BPA1","2022-02-04","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-11-000817","BPA1","2022-02-11","2022-02-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-08-000729","BPA1","2022-02-08","2022-02-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-08-000728","BPA1","2022-02-08","2022-02-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000881","BPA1","2022-02-15","2022-02-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000880","BPA1","2022-02-15","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-24-000526","BPA1","2022-01-24","2022-02-16","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-12-000828","BPA1","2022-02-12","2022-02-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-31-000600","BPA1","2022-01-31","2022-01-31","APPROVED","BP/SMB/000049","2022-02-17"
"Bhubaneswar","BP-BMC-2022-02-17-000916","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000920","BPA2","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000915","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-17-000914","BPA1","2022-02-17",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000922","BPA1","2022-02-17","2022-02-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000932","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-17-000935","BPA1","2022-02-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Sambalpurdevelopmentauthority","BP-SDA-2022-02-17-000941","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-02-17-000940","BPA1","2022-02-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampur","BP-BAM-2022-02-17-000937","BPA1","2022-02-17","2022-02-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-02-17-000943","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000946","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000918","BPA1","2022-02-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000950","BPA1","2022-02-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000884","BPA1","2022-02-15",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000923","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000955","BPA1","2022-02-18",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000858","BPA1","2022-02-14","2022-02-18","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000921","BPA1","2022-02-17","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-18-000959","BPA1","2022-02-18","2022-02-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000902","BPA2","2022-02-16","2022-02-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000928","BPA2","2022-02-17","2022-02-18","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000898","BPA1","2022-02-16","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-11-000800","BPA1","2022-02-11","2022-02-17","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
