"ulb","ward","assessmentnumber","assessmentdate","createdtime","financialyear","status"
"Balangir","04","PT-AS-BLR-2021-11-26-569015","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569016","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569017","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569018","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569020","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569019","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569021","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569022","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569023","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569026","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569027","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569024","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569025","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569029","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569028","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569030","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569031","2002-04-01","2021-11-26","2002-03","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569034","2014-04-24","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569032","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569035","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569033","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569036","2014-04-29","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569037","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569038","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569039","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569040","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569041","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569042","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569043","2019-03-18","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569044","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569045","2014-04-18","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569047","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569046","2014-04-18","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569048","2014-04-18","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569049","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569050","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569051","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569052","2014-04-13","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569053","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569054","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569055","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569056","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569057","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569058","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569061","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569059","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569062","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569060","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569063","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569064","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569067","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569065","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569066","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569068","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569069","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569070","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569073","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569071","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569072","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569076","2014-04-21","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569074","2014-04-21","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569075","2014-04-21","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569078","2014-04-24","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569079","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569077","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569080","2014-04-09","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569083","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569081","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569084","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569082","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","08","PT-AS-BNP-2021-11-26-569085","2014-04-14","2021-11-26","2014-15","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-569086","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-569087","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569088","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-569089","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569090","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569092","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569091","2014-04-24","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569094","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569093","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569095","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569098","2014-04-15","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569096","2014-04-17","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569099","2014-04-29","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569097","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569100","2014-04-29","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569101","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569102","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569105","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569103","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569106","2014-04-14","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569104","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569107","2014-04-14","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569109","2019-03-15","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569108","2014-04-14","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569110","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569111","2014-04-17","2021-11-26","2014-15","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-569112","2014-04-07","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569113","2014-04-10","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569115","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569114","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569117","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569116","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569118","2014-04-17","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569119","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569120","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569121","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569122","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569123","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569125","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569124","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569127","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569126","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569128","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569129","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569131","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569130","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569132","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569135","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569133","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569134","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569138","2006-04-01","2021-11-26","2006-07","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569136","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569137","2012-04-01","2021-11-26","2012-13","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569139","2010-04-01","2021-11-26","2010-11","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569142","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569140","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569141","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569143","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569144","2007-04-01","2021-11-26","2007-08","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569147","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569145","2012-04-01","2021-11-26","2012-13","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569146","2012-04-02","2021-11-26","2012-13","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569148","2008-04-01","2021-11-26","2008-09","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569149","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569150","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569152","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569151","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569153","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569154","2012-04-02","2021-11-26","2012-13","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569156","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569155","2010-04-01","2021-11-26","2010-11","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569157","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569158","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569159","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569161","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569160","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569163","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569162","2012-04-02","2021-11-26","2012-13","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569164","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569165","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569166","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569167","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569168","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569169","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569170","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569171","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569173","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569172","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569174","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569175","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569176","2011-04-01","2021-11-26","2011-12","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569177","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569178","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569179","2011-04-01","2021-11-26","2011-12","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569181","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569180","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569182","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569183","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569184","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569185","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569187","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569186","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569188","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-569189","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569191","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569190","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569192","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569193","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569194","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-569195","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569197","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569196","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569198","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569199","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-569200","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-569201","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569202","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569204","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569203","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569205","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569206","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569207","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569208","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569209","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569210","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-569211","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569212","2012-04-02","2021-11-26","2012-13","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569213","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569214","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569215","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569216","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569217","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-569218","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569220","2014-05-01","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569219","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569221","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569223","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569224","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569222","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569226","2014-04-17","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569225","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569227","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569228","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569229","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569231","2018-03-07","2021-11-26","2017-18","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569230","2014-04-06","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569233","2014-04-19","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569232","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569236","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-569234","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569237","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569235","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569238","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569240","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569241","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569239","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Balangir","16","PT-AS-BLR-2021-11-26-569242","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-569243","2014-04-24","2021-11-26","2014-15","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-569244","2014-01-01","2021-11-26","2013-14","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569245","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569246","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569247","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569248","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569249","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569250","2014-04-14","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569252","2014-04-15","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569251","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569253","2019-03-18","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-569254","2014-04-18","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569255","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569256","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","12","PT-AS-BNP-2021-11-26-569257","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-569258","2014-04-11","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569259","2014-04-10","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569261","2014-04-21","2021-11-26","2014-15","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-569260","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569263","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569262","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-569264","2014-04-07","2021-11-26","2014-15","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-569265","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569266","2014-04-26","2021-11-26","2014-15","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-569267","2014-04-22","2021-11-26","2014-15","ACTIVE"
