"ulb","ward","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Soro",NULL,"2021-12-27","12/2021-22/007433","2021-12-27",110.00,"Property Tax"
"Soro","18","2021-12-30","12/2021-22/007995","2021-12-30",800.00,"Property Tax"
"Soro",NULL,"2021-12-27","12/2021-22/007420","2021-12-27",220.00,"Property Tax"
"Soro","13","2022-01-15","01/2021-22/012501","2022-01-15",110.00,"Property Tax"
"Soro","09","2022-01-18","01/2021-22/015545","2022-01-18",110.00,"Property Tax"
"Soro","09","2022-01-17","01/2021-22/014343","2022-01-17",110.00,"Property Tax"
"Soro","13","2022-01-15","01/2021-22/012514","2022-01-15",28.00,"Property Tax"
"Soro","09","2021-12-31","12/2021-22/008368","2021-12-31",110.00,"Property Tax"
"Soro","09","2022-01-18","01/2021-22/015600","2022-01-18",110.00,"Property Tax"
"Soro","11","2021-12-21","12/2021-22/006417","2021-12-21",110.00,"Property Tax"
"Soro","19","2022-01-15","01/2021-22/013129","2022-01-15",110.00,"Property Tax"
"Soro","19","2022-01-15","01/2021-22/013033","2022-01-15",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009547","2022-01-04",110.00,"Property Tax"
"Soro","13","2021-12-29","12/2021-22/007812","2021-12-29",220.00,"Property Tax"
"Soro","18","2021-12-28","12/2021-22/007604","2021-12-28",110.00,"Property Tax"
"Soro",NULL,"2021-12-24","12/2021-22/007129","2021-12-24",110.00,"Property Tax"
"Soro",NULL,"2021-12-20","12/2021-22/006349","2021-12-20",110.00,"Property Tax"
"Soro",NULL,"2021-12-20","12/2021-22/006339","2021-12-20",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007808","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007789","2021-12-29",110.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007230","2021-12-24",110.00,"Property Tax"
"Soro","09","2021-12-27","12/2021-22/007504","2021-12-27",110.00,"Property Tax"
"Soro",NULL,"2022-01-16","01/2021-22/013296","2022-01-16",576.00,"Property Tax"
"Soro","18","2022-01-18","01/2021-22/015818","2022-01-18",110.00,"Property Tax"
"Soro","18","2022-01-19","01/2021-22/016114","2022-01-19",110.00,"Property Tax"
"Soro","18","2021-12-30","12/2021-22/007984","2021-12-30",330.00,"Property Tax"
"Soro","18","2021-12-29","12/2021-22/007754","2021-12-29",110.00,"Property Tax"
"Soro","10","2021-12-21","12/2021-22/006628","2021-12-21",110.00,"Property Tax"
"Soro",NULL,"2021-12-14","12/2021-22/004740","2021-12-14",1954.00,"Property Tax"
"Soro","03","2021-12-19","12/2021-22/006211","2021-12-19",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010684","2022-01-08",110.00,"Property Tax"
"Soro",NULL,"2022-01-16","01/2021-22/013337","2022-01-16",674.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010670","2022-01-08",110.00,"Property Tax"
"Soro",NULL,"2021-12-25","12/2021-22/007283","2021-12-25",110.00,"Property Tax"
"Soro",NULL,"2022-01-13","01/2021-22/012167","2022-01-13",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/009170","2022-01-03",110.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010661","2022-01-08",110.00,"Property Tax"
"Soro","18","2022-01-18","01/2021-22/015624","2022-01-18",110.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010649","2022-01-08",110.00,"Property Tax"
"Soro","19","2022-01-10","01/2021-22/010880","2022-01-10",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016432","2022-01-19",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012181","2022-01-13",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012154","2022-01-13",110.00,"Property Tax"
"Soro","10","2022-01-03","01/2021-22/008861","2022-01-03",1423.00,"Property Tax"
"Soro","09","2022-01-17","01/2021-22/014370","2022-01-17",110.00,"Property Tax"
"Soro","18","2022-01-19","01/2021-22/016484","2022-01-19",326.00,"Property Tax"
"Soro","18","2022-01-19","01/2021-22/016473","2022-01-19",326.00,"Property Tax"
"Soro","02","2021-12-17","12/2021-22/005872","2021-12-17",110.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010663","2022-01-08",110.00,"Property Tax"
"Soro","17","2021-12-29","12/2021-22/007829","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006537","2021-12-21",110.00,"Property Tax"
"Soro","18","2021-12-15","12/2021-22/005173","2021-12-15",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/009141","2022-01-03",110.00,"Property Tax"
"Soro","17","2021-12-29","12/2021-22/007858","2021-12-29",110.00,"Property Tax"
"Soro","18","2022-01-03","01/2021-22/009123","2022-01-03",110.00,"Property Tax"
"Soro","17","2022-01-03","01/2021-22/008860","2022-01-03",110.00,"Property Tax"
"Soro","18","2021-12-18","12/2021-22/006192","2021-12-18",110.00,"Property Tax"
"Soro","13","2021-12-09","12/2021-22/004022","2021-12-09",220.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009544","2022-01-04",110.00,"Property Tax"
"Soro","13","2022-01-06","01/2021-22/009986","2022-01-06",1240.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009641","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010799","2022-01-10",110.00,"Property Tax"
"Soro",NULL,"2021-12-20","12/2021-22/006255","2021-12-20",280.00,"Property Tax"
"Soro","18","2022-01-04","01/2021-22/009630","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2021-12-30","12/2021-22/008077","2021-12-30",110.00,"Property Tax"
"Soro","18","2022-01-04","01/2021-22/009627","2022-01-04",110.00,"Property Tax"
"Soro","18","2021-12-30","12/2021-22/008108","2021-12-30",110.00,"Property Tax"
"Soro","02","2022-01-10","01/2021-22/010956","2022-01-10",1228.00,"Property Tax"
"Soro",NULL,"2021-12-30","12/2021-22/008094","2021-12-30",110.00,"Property Tax"
"Soro","04","2021-12-13","12/2021-22/004502","2021-12-13",110.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004494","2021-12-13",110.00,"Property Tax"
"Soro","04","2021-12-13","12/2021-22/004465","2021-12-13",110.00,"Property Tax"
"Soro","04","2022-01-19","01/2021-22/016406","2022-01-19",110.00,"Property Tax"
"Soro",NULL,"2022-01-12","01/2021-22/011696","2022-01-12",120.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/016421","2022-01-19",110.00,"Property Tax"
"Soro","04","2022-01-17","01/2021-22/013690","2022-01-17",110.00,"Property Tax"
"Soro","04","2022-01-19","01/2021-22/016363","2022-01-19",110.00,"Property Tax"
"Soro","04","2022-01-17","01/2021-22/013918","2022-01-17",110.00,"Property Tax"
"Soro",NULL,"2022-01-17","01/2021-22/013893","2022-01-17",110.00,"Property Tax"
"Soro",NULL,"2022-01-15","01/2021-22/012696","2022-01-15",110.00,"Property Tax"
"Soro","04","2022-01-17","01/2021-22/013802","2022-01-17",110.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004491","2021-12-13",220.00,"Property Tax"
"Soro","04","2022-01-15","01/2021-22/012801","2022-01-15",110.00,"Property Tax"
"Soro","04","2022-01-15","01/2021-22/012776","2022-01-15",110.00,"Property Tax"
"Soro","04","2022-01-15","01/2021-22/012703","2022-01-15",110.00,"Property Tax"
"Soro","04","2021-12-13","12/2021-22/004437","2021-12-13",110.00,"Property Tax"
"Soro","04","2022-01-15","01/2021-22/012731","2022-01-15",110.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004436","2021-12-13",110.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007247","2021-12-24",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009310","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2021-12-30","12/2021-22/007982","2021-12-30",110.00,"Property Tax"
"Soro",NULL,"2021-12-28","12/2021-22/007587","2021-12-28",110.00,"Property Tax"
"Soro","19","2022-01-10","01/2021-22/011162","2022-01-10",110.00,"Property Tax"
"Soro","19","2022-01-12","01/2021-22/011874","2022-01-12",110.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010586","2022-01-08",110.00,"Property Tax"
"Soro","19","2022-01-10","01/2021-22/011189","2022-01-10",110.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007183","2021-12-24",110.00,"Property Tax"
"Soro","13","2021-12-24","12/2021-22/007113","2021-12-24",220.00,"Property Tax"
"Soro","18","2022-01-04","01/2021-22/009485","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010745","2022-01-10",110.00,"Property Tax"
"Soro","10","2021-12-21","12/2021-22/006623","2021-12-21",1276.00,"Property Tax"
"Soro","03","2022-01-04","01/2021-22/009287","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010967","2022-01-10",110.00,"Property Tax"
"Soro","13","2021-12-24","12/2021-22/007087","2021-12-24",220.00,"Property Tax"
"Soro","03","2022-01-03","01/2021-22/009002","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2021-12-16","12/2021-22/005526","2021-12-16",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/008887","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2021-12-17","12/2021-22/005876","2021-12-17",472.00,"Property Tax"
"Soro","03","2022-01-03","01/2021-22/008824","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2021-12-22","12/2021-22/006796","2021-12-22",110.00,"Property Tax"
"Soro","02","2021-12-13","12/2021-22/004609","2021-12-13",590.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009274","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006584","2021-12-21",110.00,"Property Tax"
"Soro","10","2021-12-21","12/2021-22/006619","2021-12-21",110.00,"Property Tax"
"Soro","10","2021-12-21","12/2021-22/006585","2021-12-21",110.00,"Property Tax"
"Soro",NULL,"2021-12-14","12/2021-22/005001","2021-12-14",319.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010921","2022-01-10",2805.00,"Property Tax"
"Soro","02","2021-12-14","12/2021-22/004997","2021-12-14",898.00,"Property Tax"
"Soro","02","2022-01-10","01/2021-22/010929","2022-01-10",642.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/008905","2022-01-03",110.00,"Property Tax"
"Soro","02","2021-12-24","12/2021-22/007205","2021-12-24",550.00,"Property Tax"
"Soro","03","2021-12-09","12/2021-22/003969","2021-12-09",275.00,"Property Tax"
"Soro","03","2022-01-10","01/2021-22/010865","2022-01-10",376.00,"Property Tax"
"Soro","17","2022-01-03","01/2021-22/008896","2022-01-03",220.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009558","2022-01-04",110.00,"Property Tax"
"Soro","17","2022-01-03","01/2021-22/009043","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009363","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2021-12-17","12/2021-22/005658","2021-12-17",110.00,"Property Tax"
"Soro","12","2022-01-15","01/2021-22/012922","2022-01-15",220.00,"Property Tax"
"Soro","04","2021-12-17","12/2021-22/005659","2021-12-17",110.00,"Property Tax"
"Soro",NULL,"2021-12-30","12/2021-22/007986","2021-12-30",400.00,"Property Tax"
"Soro","10","2021-12-21","12/2021-22/006638","2021-12-21",110.00,"Property Tax"
"Soro","17","2022-01-03","01/2021-22/009054","2022-01-03",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010648","2022-01-08",110.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004631","2021-12-13",399.00,"Property Tax"
"Soro","04","2021-12-17","12/2021-22/005660","2021-12-17",110.00,"Property Tax"
"Soro","11","2021-12-20","12/2021-22/006253","2021-12-20",1292.00,"Property Tax"
"Soro","09","2021-12-30","12/2021-22/008091","2021-12-30",110.00,"Property Tax"
"Soro","11","2022-01-19","01/2021-22/016136","2022-01-19",600.00,"Property Tax"
"Soro","09","2022-01-02","01/2021-22/008783","2022-01-02",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010543","2022-01-08",110.00,"Property Tax"
"Jaleswar","05","2021-12-14","12/2021-22/004876","2021-12-14",1854.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010574","2022-01-08",110.00,"Property Tax"
"Soro","09","2022-01-02","01/2021-22/008777","2022-01-02",110.00,"Property Tax"
"Soro","09","2022-01-02","01/2021-22/008781","2022-01-02",110.00,"Property Tax"
"Soro","17","2021-12-29","12/2021-22/007825","2021-12-29",110.00,"Property Tax"
"Soro","09","2021-12-31","12/2021-22/008338","2021-12-31",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010965","2022-01-10",1236.00,"Property Tax"
"Soro","10","2021-12-29","12/2021-22/007713","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-25","12/2021-22/007266","2021-12-25",586.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007853","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009313","2022-01-04",440.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/009227","2022-01-03",440.00,"Property Tax"
"Soro","19","2022-01-17","01/2021-22/013988","2022-01-17",110.00,"Property Tax"
"Soro","09","2021-12-27","12/2021-22/007464","2021-12-27",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007845","2021-12-29",110.00,"Property Tax"
"Soro","17","2022-01-03","01/2021-22/008922","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010658","2022-01-08",110.00,"Property Tax"
"Soro",NULL,"2021-12-28","12/2021-22/007635","2021-12-28",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016729","2022-01-19",110.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/016742","2022-01-19",110.00,"Property Tax"
"Soro","09","2021-12-30","12/2021-22/008081","2021-12-30",110.00,"Property Tax"
"Soro","02","2022-01-19","01/2021-22/016929","2022-01-19",110.00,"Property Tax"
"Soro","18","2021-12-29","12/2021-22/007817","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-24","12/2021-22/007146","2021-12-24",110.00,"Property Tax"
"Soro","09","2022-01-13","01/2021-22/012118","2022-01-13",110.00,"Property Tax"
"Soro",NULL,"2021-12-28","12/2021-22/007644","2021-12-28",110.00,"Property Tax"
"Soro",NULL,"2021-12-31","12/2021-22/008342","2021-12-31",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006516","2021-12-21",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012091","2022-01-13",110.00,"Property Tax"
"Soro",NULL,"2021-12-27","12/2021-22/007471","2021-12-27",110.00,"Property Tax"
"Soro","13","2022-01-03","01/2021-22/009016","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009607","2022-01-04",110.00,"Property Tax"
"Soro","18","2021-12-30","12/2021-22/008097","2021-12-30",110.00,"Property Tax"
"Soro",NULL,"2022-01-15","01/2021-22/013004","2022-01-15",110.00,"Property Tax"
"Soro","18","2022-01-10","01/2021-22/010771","2022-01-10",330.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010539","2022-01-08",110.00,"Property Tax"
"Soro","19","2022-01-12","01/2021-22/011730","2022-01-12",300.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010519","2022-01-08",110.00,"Property Tax"
"Soro","02","2021-12-29","12/2021-22/007844","2021-12-29",900.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010623","2022-01-08",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010581","2022-01-08",110.00,"Property Tax"
"Soro","18","2021-12-27","12/2021-22/007449","2021-12-27",110.00,"Property Tax"
"Soro",NULL,"2021-12-26","12/2021-22/007323","2021-12-26",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016422","2022-01-19",220.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010842","2022-01-10",110.00,"Property Tax"
"Soro","09","2021-12-31","12/2021-22/008348","2021-12-31",110.00,"Property Tax"
"Soro","01","2022-01-11","01/2021-22/011337","2022-01-11",605.00,"Property Tax"
"Soro",NULL,"2022-01-09","01/2021-22/010725","2022-01-09",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/011041","2022-01-10",110.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/016360","2022-01-19",110.00,"Property Tax"
"Soro","18","2021-12-28","12/2021-22/007627","2021-12-28",110.00,"Property Tax"
"Soro","11","2021-12-29","12/2021-22/007707","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004605","2021-12-13",110.00,"Property Tax"
"Jaleswar","04","2021-12-28","12/2021-22/007574","2021-12-28",900.00,"Property Tax"
"Jaleswar","05","2021-12-14","12/2021-22/004884","2021-12-14",1290.00,"Property Tax"
"Soro","11","2021-12-20","12/2021-22/006325","2021-12-20",110.00,"Property Tax"
"Soro","18","2021-12-29","12/2021-22/007791","2021-12-29",110.00,"Property Tax"
"Soro","09","2022-01-13","01/2021-22/012017","2022-01-13",110.00,"Property Tax"
"Soro","18","2022-01-10","01/2021-22/010789","2022-01-10",110.00,"Property Tax"
"Soro","18","2022-01-18","01/2021-22/015934","2022-01-18",110.00,"Property Tax"
"Soro","09","2021-12-31","12/2021-22/008353","2021-12-31",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006497","2021-12-21",110.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007249","2021-12-24",110.00,"Property Tax"
"Soro",NULL,"2021-12-16","12/2021-22/005400","2021-12-16",110.00,"Property Tax"
"Soro","09","2022-01-13","01/2021-22/012115","2022-01-13",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006615","2021-12-21",110.00,"Property Tax"
"Soro",NULL,"2021-12-19","12/2021-22/006210","2021-12-19",110.00,"Property Tax"
"Soro","04","2021-12-06","12/2021-22/003415","2021-12-06",10072.00,"Property Tax"
"Soro",NULL,"2022-01-15","01/2021-22/012986","2022-01-15",110.00,"Property Tax"
"Soro","18","2022-01-15","01/2021-22/013215","2022-01-15",110.00,"Property Tax"
"Soro","02","2021-12-24","12/2021-22/007157","2021-12-24",110.00,"Property Tax"
"Soro","04","2021-12-07","12/2021-22/003504","2021-12-07",3960.00,"Property Tax"
"Soro","10","2021-12-06","12/2021-22/003351","2021-12-06",110.00,"Property Tax"
"Soro","04","2021-12-16","12/2021-22/005401","2021-12-16",110.00,"Property Tax"
"Soro","18","2021-12-27","12/2021-22/007456","2021-12-27",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009563","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010595","2022-01-08",110.00,"Property Tax"
"Soro","18","2021-12-27","12/2021-22/007444","2021-12-27",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010558","2022-01-08",110.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009459","2022-01-04",110.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009480","2022-01-04",220.00,"Property Tax"
"Soro",NULL,"2022-01-11","01/2021-22/011455","2022-01-11",257.00,"Property Tax"
"Soro","10","2021-12-29","12/2021-22/007724","2021-12-29",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010555","2022-01-08",110.00,"Property Tax"
"Soro","01","2022-01-11","01/2021-22/011452","2022-01-11",539.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010553","2022-01-08",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010531","2022-01-08",110.00,"Property Tax"
"Soro","06","2022-01-04","01/2021-22/009399","2022-01-04",110.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009505","2022-01-04",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010611","2022-01-08",110.00,"Property Tax"
"Soro","05","2021-12-17","12/2021-22/005676","2021-12-17",110.00,"Property Tax"
"Soro","10","2022-01-18","01/2021-22/015880","2022-01-18",110.00,"Property Tax"
"Soro",NULL,"2022-01-04","01/2021-22/009472","2022-01-04",110.00,"Property Tax"
"Soro","19","2022-01-19","01/2021-22/017124","2022-01-19",110.00,"Property Tax"
"Soro","10","2022-01-08","01/2021-22/010493","2022-01-08",110.00,"Property Tax"
"Jaleswar","15","2021-12-10","12/2021-22/004310","2021-12-10",432.00,"Property Tax"
"Soro",NULL,"2022-01-18","01/2021-22/015592","2022-01-18",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010608","2022-01-08",110.00,"Property Tax"
"Soro","03","2021-12-19","12/2021-22/006214","2021-12-19",110.00,"Property Tax"
"Soro",NULL,"2021-12-08","12/2021-22/003774","2021-12-08",220.00,"Property Tax"
"Soro","03","2021-12-21","12/2021-22/006433","2021-12-21",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007833","2021-12-29",110.00,"Property Tax"
"Soro","07","2021-12-08","12/2021-22/003813","2021-12-08",110.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/010985","2022-01-10",110.00,"Property Tax"
"Soro","18","2022-01-19","01/2021-22/016375","2022-01-19",360.00,"Property Tax"
"Soro",NULL,"2021-12-30","12/2021-22/008100","2021-12-30",110.00,"Property Tax"
"Soro","18","2021-12-30","12/2021-22/007990","2021-12-30",360.00,"Property Tax"
"Soro","13","2021-12-24","12/2021-22/007187","2021-12-24",220.00,"Property Tax"
"Soro",NULL,"2022-01-10","01/2021-22/011024","2022-01-10",110.00,"Property Tax"
"Soro","01","2021-12-24","12/2021-22/007170","2021-12-24",110.00,"Property Tax"
"Soro","09","2022-01-10","01/2021-22/011132","2022-01-10",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/009211","2022-01-03",110.00,"Property Tax"
"Soro","09","2022-01-08","01/2021-22/010688","2022-01-08",110.00,"Property Tax"
"Soro","01","2021-12-24","12/2021-22/007134","2021-12-24",110.00,"Property Tax"
"Jaleswar","15","2021-12-17","12/2021-22/005705","2021-12-17",390.00,"Property Tax"
"Soro","19","2022-01-17","01/2021-22/014383","2022-01-17",110.00,"Property Tax"
"Soro","09","2022-01-03","01/2021-22/009198","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2022-01-08","01/2021-22/010680","2022-01-08",110.00,"Property Tax"
"Soro","03","2022-01-09","01/2021-22/010723","2022-01-09",2149.00,"Property Tax"
"Soro","04","2021-12-09","12/2021-22/003966","2021-12-09",1740.00,"Property Tax"
"Soro","13","2022-01-10","01/2021-22/011077","2022-01-10",110.00,"Property Tax"
"Soro","11","2021-12-29","12/2021-22/007710","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/008981","2022-01-03",110.00,"Property Tax"
"Soro","09","2021-12-27","12/2021-22/007501","2021-12-27",110.00,"Property Tax"
"Soro","11","2021-12-20","12/2021-22/006336","2021-12-20",110.00,"Property Tax"
"Soro","09","2021-12-07","12/2021-22/003509","2021-12-07",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012146","2022-01-13",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012130","2022-01-13",110.00,"Property Tax"
"Soro","05","2022-01-13","01/2021-22/012129","2022-01-13",110.00,"Property Tax"
"Soro","19","2022-01-17","01/2021-22/013966","2022-01-17",110.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006624","2021-12-21",718.00,"Property Tax"
"Soro","13","2022-01-12","01/2021-22/011702","2022-01-12",51.00,"Property Tax"
"Soro","13","2022-01-17","01/2021-22/013689","2022-01-17",110.00,"Property Tax"
"Soro",NULL,"2022-01-13","01/2021-22/012156","2022-01-13",110.00,"Property Tax"
"Soro","19","2022-01-19","01/2021-22/017066","2022-01-19",110.00,"Property Tax"
"Soro",NULL,"2021-12-28","12/2021-22/007533","2021-12-28",110.00,"Property Tax"
"Soro",NULL,"2022-01-12","01/2021-22/011706","2022-01-12",220.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007709","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2021-12-27","12/2021-22/007372","2021-12-27",220.00,"Property Tax"
"Soro",NULL,"2022-01-13","01/2021-22/012124","2022-01-13",110.00,"Property Tax"
"Soro","13","2021-12-27","12/2021-22/007363","2021-12-27",220.00,"Property Tax"
"Soro","09","2021-12-22","12/2021-22/006842","2021-12-22",110.00,"Property Tax"
"Soro",NULL,"2022-01-16","01/2021-22/013327","2022-01-16",110.00,"Property Tax"
"Soro","09","2022-01-16","01/2021-22/013394","2022-01-16",110.00,"Property Tax"
"Soro","09","2022-01-16","01/2021-22/013333","2022-01-16",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007823","2021-12-29",110.00,"Property Tax"
"Soro","09","2021-12-27","12/2021-22/007463","2021-12-27",110.00,"Property Tax"
"Soro","02","2021-12-22","12/2021-22/006816","2021-12-22",110.00,"Property Tax"
"Soro","09","2022-01-18","01/2021-22/015628","2022-01-18",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016663","2022-01-19",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016395","2022-01-19",220.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016633","2022-01-19",110.00,"Property Tax"
"Soro","05","2022-01-19","01/2021-22/016314","2022-01-19",110.00,"Property Tax"
"Soro",NULL,"2021-12-29","12/2021-22/007798","2021-12-29",110.00,"Property Tax"
"Soro","13","2021-12-30","12/2021-22/008016","2021-12-30",220.00,"Property Tax"
"Soro","13","2021-12-30","12/2021-22/007973","2021-12-30",330.00,"Property Tax"
"Soro","03","2021-12-16","12/2021-22/005527","2021-12-16",110.00,"Property Tax"
"Soro",NULL,"2022-01-16","01/2021-22/013261","2022-01-16",1882.00,"Property Tax"
"Soro","01","2022-01-04","01/2021-22/009270","2022-01-04",504.00,"Property Tax"
"Soro","02","2021-12-20","12/2021-22/006311","2021-12-20",1006.00,"Property Tax"
"Soro","05","2022-01-04","01/2021-22/009553","2022-01-04",110.00,"Property Tax"
"Jaleswar","05","2021-12-16","12/2021-22/005441","2021-12-16",1680.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007248","2021-12-24",110.00,"Property Tax"
"Soro",NULL,"2022-01-17","01/2021-22/014311","2022-01-17",110.00,"Property Tax"
"Soro","18","2021-12-29","12/2021-22/007777","2021-12-29",110.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/017008","2022-01-19",110.00,"Property Tax"
"Soro","18","2021-12-25","12/2021-22/007304","2021-12-25",110.00,"Property Tax"
"Soro","18","2021-12-24","12/2021-22/007227","2021-12-24",110.00,"Property Tax"
"Soro","18","2022-01-08","01/2021-22/010677","2022-01-08",110.00,"Property Tax"
"Soro","18","2022-01-04","01/2021-22/009451","2022-01-04",110.00,"Property Tax"
"Soro",NULL,"2022-01-16","01/2021-22/013307","2022-01-16",2640.00,"Property Tax"
"Soro","13","2022-01-03","01/2021-22/009050","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/008881","2022-01-03",110.00,"Property Tax"
"Soro",NULL,"2021-12-24","12/2021-22/007251","2021-12-24",110.00,"Property Tax"
"Soro","11","2021-12-24","12/2021-22/007125","2021-12-24",110.00,"Property Tax"
