"ulb","paidamt","ward","feetype"
"Soro","120.00",NULL,"Property Tax"
"Soro","243.00","17","Property Tax"
"Soro","3300.00","09","Property Tax"
"Soro","451.00","04","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","117.00","12","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","1292.00","11","Property Tax"
"Soro","252.00","04","Property Tax"
"Soro","110.00","02","Property Tax"
"Soro","2244.00",NULL,"Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","180.00","02","Property Tax"
"Soro","2131.00","09","Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","131.00","18","Property Tax"
"Soro","525.00",NULL,"Property Tax"
"Soro","3142.00",NULL,"Property Tax"
"Soro","278.00",NULL,"Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","169.00","12","Property Tax"
"Soro","1476.00",NULL,"Property Tax"
"Soro","1159.00","02","Property Tax"
"Soro","143.00","07","Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","539.00","01","Property Tax"
"Soro","125.00","10","Property Tax"
"Soro","275.00","02","Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","220.00","13","Property Tax"
"Soro","158.00",NULL,"Property Tax"
"Soro","308.00","09","Property Tax"
"Soro","3370.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","1907.00","10","Property Tax"
"Soro","460.00","03","Property Tax"
"Soro","165.00","06","Property Tax"
"Soro","820.00",NULL,"Property Tax"
"Soro","3366.00","02","Property Tax"
"Soro","374.00","07","Property Tax"
"Soro","280.00",NULL,"Property Tax"
"Soro","124.00","04","Property Tax"
"Soro","273.00",NULL,"Property Tax"
"Soro","840.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","600.00","02","Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","378.00","04","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","170.00","01","Property Tax"
"Soro","308.00",NULL,"Property Tax"
"Soro","232.00","02","Property Tax"
"Soro","516.00","04","Property Tax"
"Soro","162.00",NULL,"Property Tax"
"Soro","343.00","02","Property Tax"
"Soro","146.00","18","Property Tax"
"Soro","675.00","04","Property Tax"
"Soro","1410.00",NULL,"Property Tax"
"Soro","110.00","01","Property Tax"
"Soro","282.00",NULL,"Property Tax"
"Soro","110.00","12","Property Tax"
"Soro","352.00","13","Property Tax"
"Soro","130.00","07","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","561.00","03","Property Tax"
"Soro","152.00","08","Property Tax"
"Soro","367.00",NULL,"Property Tax"
"Soro","337.00","09","Property Tax"
"Soro","275.00",NULL,"Property Tax"
"Soro","3590.00","02","Property Tax"
"Soro","385.00","06","Property Tax"
"Soro","132.00","11","Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","503.00","12","Property Tax"
"Soro","227.00","18","Property Tax"
"Soro","298.00","09","Property Tax"
"Soro","4004.00","10","Property Tax"
"Soro","1466.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","520.00","18","Property Tax"
"Soro","447.00","19","Property Tax"
"Soro","198.00",NULL,"Property Tax"
"Soro","359.00",NULL,"Property Tax"
"Soro","1122.00","03","Property Tax"
"Soro","648.00","10","Property Tax"
"Soro","2331.00","03","Property Tax"
"Soro","1011.00","12","Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","503.00",NULL,"Property Tax"
"Soro","3370.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","440.00",NULL,"Property Tax"
"Soro","1585.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","425.00","18","Property Tax"
"Soro","312.00","09","Property Tax"
"Soro","741.00","03","Property Tax"
"Soro","176.00",NULL,"Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","162.00","19","Property Tax"
"Soro","1000.00","02","Property Tax"
"Soro","180.00","07","Property Tax"
"Soro","1635.00","02","Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","16830.00",NULL,"Property Tax"
"Soro","209.00",NULL,"Property Tax"
"Soro","1200.00",NULL,"Property Tax"
"Soro","110.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","03","Property Tax"
"Soro","228.00","13","Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","150.00",NULL,"Property Tax"
"Soro","161.00",NULL,"Property Tax"
"Soro","130.00","09","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","367.00","09","Property Tax"
"Soro","847.00",NULL,"Property Tax"
"Soro","321.00",NULL,"Property Tax"
"Soro","3370.00","03","Property Tax"
"Soro","7868.00","03","Property Tax"
"Soro","360.00","18","Property Tax"
"Soro","145.00","09","Property Tax"
"Soro","145.00",NULL,"Property Tax"
"Soro","326.00",NULL,"Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","249.00",NULL,"Property Tax"
"Soro","622.00","18","Property Tax"
"Soro","228.00","09","Property Tax"
"Soro","323.00","12","Property Tax"
"Soro","850.00","03","Property Tax"
"Soro","139.00","09","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","308.00","01","Property Tax"
"Soro","741.00","03","Property Tax"
"Soro","183.00",NULL,"Property Tax"
"Soro","154.00","09","Property Tax"
"Soro","260.00","11","Property Tax"
"Soro","1364.00","03","Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","128.00","09","Property Tax"
"Soro","1661.00","02","Property Tax"
"Soro","162.00",NULL,"Property Tax"
"Soro","205.00","01","Property Tax"
"Soro","165.00","09","Property Tax"
"Soro","7920.00","02","Property Tax"
"Soro","624.00","07","Property Tax"
"Soro","525.00",NULL,"Property Tax"
"Soro","28.00","13","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","674.00","02","Property Tax"
"Soro","290.00","12","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","1734.00",NULL,"Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","234.00",NULL,"Property Tax"
"Soro","808.00",NULL,"Property Tax"
"Soro","660.00",NULL,"Property Tax"
"Soro","150.00",NULL,"Property Tax"
"Soro","295.00","09","Property Tax"
"Soro","850.00","07","Property Tax"
"Soro","567.00",NULL,"Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","803.00","02","Property Tax"
"Soro","128.00","18","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","220.00","05","Property Tax"
"Soro","2482.00","03","Property Tax"
"Soro","121.00","02","Property Tax"
"Soro","110.00","06","Property Tax"
"Soro","1870.00","04","Property Tax"
"Soro","315.00","08","Property Tax"
"Soro","271.00",NULL,"Property Tax"
"Soro","1008.00","03","Property Tax"
"Soro","1693.00","02","Property Tax"
"Soro","190.00",NULL,"Property Tax"
"Soro","2062.00","04","Property Tax"
"Soro","165.00",NULL,"Property Tax"
"Soro","603.00","03","Property Tax"
"Soro","553.00","04","Property Tax"
"Soro","157.00","18","Property Tax"
"Soro","1161.00",NULL,"Property Tax"
"Soro","212.00","09","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","4012.00",NULL,"Property Tax"
"Soro","3366.00","02","Property Tax"
"Soro","370.00",NULL,"Property Tax"
"Soro","2805.00",NULL,"Property Tax"
"Soro","194.00","03","Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","129.00",NULL,"Property Tax"
"Soro","110.00","03","Property Tax"
"Soro","3949.00","01","Property Tax"
"Soro","664.00","02","Property Tax"
"Soro","2663.00","04","Property Tax"
"Soro","312.00","07","Property Tax"
"Soro","231.00",NULL,"Property Tax"
"Soro","292.00",NULL,"Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","150.00","04","Property Tax"
"Soro","310.00","02","Property Tax"
"Soro","2215.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","125.00","12","Property Tax"
"Soro","284.00","13","Property Tax"
"Soro","3927.00","02","Property Tax"
"Soro","209.00",NULL,"Property Tax"
"Soro","396.00","03","Property Tax"
"Soro","130.00","09","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","150.00","07","Property Tax"
"Soro","275.00","01","Property Tax"
"Soro","122.00","03","Property Tax"
"Soro","2164.00","02","Property Tax"
"Soro","325.00","09","Property Tax"
"Soro","464.00","04","Property Tax"
"Soro","300.00","07","Property Tax"
"Soro","145.00",NULL,"Property Tax"
"Soro","121.00",NULL,"Property Tax"
"Soro","484.00",NULL,"Property Tax"
"Soro","200.00","01","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","198.00","10","Property Tax"
"Soro","117.00","18","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","660.00",NULL,"Property Tax"
"Soro","235.00","18","Property Tax"
"Soro","249.00","07","Property Tax"
"Soro","539.00","08","Property Tax"
"Soro","130.00","02","Property Tax"
"Soro","5587.00","04","Property Tax"
"Soro","187.00","18","Property Tax"
"Soro","1001.00","04","Property Tax"
"Soro","261.00","08","Property Tax"
"Soro","550.00","12","Property Tax"
"Soro","110.00","03","Property Tax"
"Soro","220.00","10","Property Tax"
"Soro","632.00","09","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","169.00","08","Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","540.00","08","Property Tax"
"Soro","1.00","03","Property Tax"
"Soro","324.00","02","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","586.00","07","Property Tax"
"Soro","737.00","02","Property Tax"
"Soro","10560.00","03","Property Tax"
"Soro","198.00","09","Property Tax"
"Soro","455.00",NULL,"Property Tax"
"Soro","330.00",NULL,"Property Tax"
"Soro","540.00","08","Property Tax"
"Soro","1851.00",NULL,"Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","238.00",NULL,"Property Tax"
"Soro","773.00","02","Property Tax"
"Soro","239.00",NULL,"Property Tax"
"Soro","2244.00","03","Property Tax"
"Soro","2244.00","08","Property Tax"
"Soro","1780.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","487.00","07","Property Tax"
"Soro","264.00","08","Property Tax"
"Soro","130.00",NULL,"Property Tax"
"Soro","590.00",NULL,"Property Tax"
"Soro","283.00",NULL,"Property Tax"
"Soro","150.00",NULL,"Property Tax"
"Soro","380.00","09","Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","276.00","12","Property Tax"
"Soro","257.00",NULL,"Property Tax"
"Soro","429.00","07","Property Tax"
"Soro","185.00","09","Property Tax"
"Soro","550.00",NULL,"Property Tax"
"Soro","297.00","02","Property Tax"
"Soro","125.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","338.00",NULL,"Property Tax"
"Soro","220.00","04","Property Tax"
"Soro","334.00",NULL,"Property Tax"
"Soro","3000.00",NULL,"Property Tax"
"Soro","220.00","13","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","154.00","10","Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","1100.00","08","Property Tax"
"Soro","407.00","02","Property Tax"
"Soro","1510.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","2112.00","03","Property Tax"
"Soro","2640.00",NULL,"Property Tax"
"Soro","278.00","18","Property Tax"
"Soro","459.00",NULL,"Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","367.00","07","Property Tax"
"Soro","275.00","02","Property Tax"
"Soro","693.00",NULL,"Property Tax"
"Soro","1551.00","02","Property Tax"
"Soro","315.00","18","Property Tax"
"Soro","599.00","10","Property Tax"
"Soro","264.00","02","Property Tax"
"Soro","628.00","04","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","2754.00",NULL,"Property Tax"
"Soro","169.00","08","Property Tax"
"Soro","110.00","12","Property Tax"
"Soro","272.00",NULL,"Property Tax"
"Soro","220.00","03","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","440.00","15","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","300.00",NULL,"Property Tax"
"Soro","226.00","13","Property Tax"
"Soro","140.00","09","Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","253.00","03","Property Tax"
"Soro","300.00","04","Property Tax"
"Soro","1422.00",NULL,"Property Tax"
"Soro","150.00","05","Property Tax"
"Soro","256.00","04","Property Tax"
"Soro","763.00","07","Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","750.00","02","Property Tax"
"Soro","2578.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","898.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","367.00","04","Property Tax"
"Soro","614.00","02","Property Tax"
"Soro","704.00","07","Property Tax"
"Soro","1020.00","08","Property Tax"
"Soro","145.00","09","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","135.00","07","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","480.00",NULL,"Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","154.00","19","Property Tax"
"Soro","130.00","12","Property Tax"
"Soro","1683.00",NULL,"Property Tax"
"Soro","698.00","09","Property Tax"
"Soro","170.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","250.00","07","Property Tax"
"Soro","593.00","09","Property Tax"
"Soro","324.00","13","Property Tax"
"Soro","220.00","03","Property Tax"
"Soro","239.00","07","Property Tax"
"Soro","2079.00","03","Property Tax"
"Soro","198.00","19","Property Tax"
"Soro","800.00","18","Property Tax"
"Soro","433.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","624.00","07","Property Tax"
"Soro","528.00",NULL,"Property Tax"
"Soro","206.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","3029.00",NULL,"Property Tax"
"Soro","275.00",NULL,"Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","579.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","123.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","642.00","07","Property Tax"
"Soro","345.00","11","Property Tax"
"Soro","317.00","07","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","498.00",NULL,"Property Tax"
"Soro","310.00",NULL,"Property Tax"
"Soro","2244.00",NULL,"Property Tax"
"Soro","110.00","07","Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","848.00",NULL,"Property Tax"
"Soro","168.00","01","Property Tax"
"Soro","220.00","05","Property Tax"
"Soro","150.00","05","Property Tax"
"Soro","360.00",NULL,"Property Tax"
"Soro","264.00",NULL,"Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","110.00","06","Property Tax"
"Soro","182.00",NULL,"Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","3142.00","09","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","368.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","265.00","03","Property Tax"
"Soro","609.00","03","Property Tax"
"Soro","110.00","07","Property Tax"
"Soro","209.00","16","Property Tax"
"Soro","126.00","09","Property Tax"
"Soro","2244.00","03","Property Tax"
"Soro","276.00","12","Property Tax"
"Soro","539.00","04","Property Tax"
"Soro","154.00","09","Property Tax"
"Soro","242.00",NULL,"Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","120.00","13","Property Tax"
"Soro","898.00","02","Property Tax"
"Soro","130.00","08","Property Tax"
"Soro","185.00","09","Property Tax"
"Soro","114.00","03","Property Tax"
"Soro","110.00","12","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","157.00","12","Property Tax"
"Soro","172.00",NULL,"Property Tax"
"Soro","117.00","18","Property Tax"
"Soro","374.00","13","Property Tax"
"Soro","316.00","04","Property Tax"
"Soro","129.00",NULL,"Property Tax"
"Soro","308.00",NULL,"Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","110.00","03","Property Tax"
"Soro","506.00",NULL,"Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","381.00",NULL,"Property Tax"
"Soro","355.00",NULL,"Property Tax"
"Soro","1393.00","04","Property Tax"
"Soro","543.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","06","Property Tax"
"Soro","377.00","04","Property Tax"
"Soro","561.00","01","Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","330.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","6058.00","03","Property Tax"
"Soro","235.00",NULL,"Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","345.00",NULL,"Property Tax"
"Soro","272.00","13","Property Tax"
"Soro","273.00","09","Property Tax"
"Soro","539.00","08","Property Tax"
"Soro","235.00","04","Property Tax"
"Soro","540.00","08","Property Tax"
"Soro","128.00","03","Property Tax"
"Soro","228.00",NULL,"Property Tax"
"Soro","8096.00","02","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","294.00","05","Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","359.00",NULL,"Property Tax"
"Soro","239.00","09","Property Tax"
"Soro","122.00",NULL,"Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","972.00",NULL,"Property Tax"
"Soro","323.00",NULL,"Property Tax"
"Soro","481.00",NULL,"Property Tax"
"Soro","242.00",NULL,"Property Tax"
"Soro","416.00",NULL,"Property Tax"
"Soro","8128.00",NULL,"Property Tax"
"Soro","532.00","08","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","229.00","02","Property Tax"
"Soro","359.00","04","Property Tax"
"Soro","588.00",NULL,"Property Tax"
"Soro","201.00","08","Property Tax"
"Soro","1376.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","2805.00","02","Property Tax"
"Soro","296.00","09","Property Tax"
"Soro","370.00","13","Property Tax"
"Soro","576.00","04","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","670.00","02","Property Tax"
"Soro","220.00","05","Property Tax"
"Soro","220.00",NULL,"Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","755.00","09","Property Tax"
"Soro","1885.00","03","Property Tax"
"Soro","110.00","05","Property Tax"
"Soro","2864.00","01","Property Tax"
"Soro","220.00","02","Property Tax"
"Soro","528.00",NULL,"Property Tax"
"Soro","239.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","585.00","12","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","725.00","03","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","143.00",NULL,"Property Tax"
"Soro","667.00","03","Property Tax"
"Soro","150.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","08","Property Tax"
"Soro","2244.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","1122.00","03","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","2145.00",NULL,"Property Tax"
"Soro","185.00",NULL,"Property Tax"
"Soro","243.00","18","Property Tax"
"Soro","223.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","322.00","02","Property Tax"
"Soro","224.00","02","Property Tax"
"Soro","319.00",NULL,"Property Tax"
"Soro","8976.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","525.00",NULL,"Property Tax"
"Soro","4712.00","03","Property Tax"
"Soro","550.00","07","Property Tax"
"Soro","276.00",NULL,"Property Tax"
"Soro","286.00","04","Property Tax"
"Soro","23.00","13","Property Tax"
"Soro","283.00","18","Property Tax"
"Soro","115.00","04","Property Tax"
"Soro","900.00","13","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","2751.00","03","Property Tax"
"Soro","700.00","10","Property Tax"
"Soro","227.00",NULL,"Property Tax"
"Soro","900.00","02","Property Tax"
"Soro","418.00","09","Property Tax"
"Soro","212.00","09","Property Tax"
"Soro","342.00",NULL,"Property Tax"
"Soro","129.00","08","Property Tax"
"Soro","1423.00","10","Property Tax"
"Soro","319.00","02","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","2015.00",NULL,"Property Tax"
"Soro","2574.00","02","Property Tax"
"Soro","110.00","19","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","365.00","09","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","200.00","09","Property Tax"
"Soro","205.00","07","Property Tax"
"Soro","110.00","02","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","3366.00",NULL,"Property Tax"
"Soro","528.00",NULL,"Property Tax"
"Soro","140.00",NULL,"Property Tax"
"Soro","318.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","162.00","09","Property Tax"
"Soro","271.00","09","Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","1027.00","03","Property Tax"
"Soro","407.00","18","Property Tax"
"Soro","741.00",NULL,"Property Tax"
"Soro","323.00",NULL,"Property Tax"
"Soro","2898.00",NULL,"Property Tax"
"Soro","308.00",NULL,"Property Tax"
"Soro","145.00",NULL,"Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","198.00","09","Property Tax"
"Soro","1240.00","13","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","194.00","18","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","509.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","688.00","09","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","505.00",NULL,"Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","1610.00","04","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","513.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","778.00","04","Property Tax"
"Soro","595.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","246.00",NULL,"Property Tax"
"Soro","110.00","13","Property Tax"
"Soro","290.00",NULL,"Property Tax"
"Soro","1122.00",NULL,"Property Tax"
"Soro","224.00",NULL,"Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","246.00",NULL,"Property Tax"
"Soro","113.00","10","Property Tax"
"Soro","220.00","04","Property Tax"
"Soro","294.00","04","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","1683.00",NULL,"Property Tax"
"Soro","110.00","01","Property Tax"
"Soro","150.00","04","Property Tax"
"Soro","570.00",NULL,"Property Tax"
"Soro","491.00",NULL,"Property Tax"
"Soro","894.00",NULL,"Property Tax"
"Soro","2018.00",NULL,"Property Tax"
"Soro","290.00","07","Property Tax"
"Soro","2244.00","02","Property Tax"
"Soro","220.00","13","Property Tax"
"Soro","110.00","06","Property Tax"
"Soro","220.00","02","Property Tax"
"Soro","898.00",NULL,"Property Tax"
"Soro","200.00","01","Property Tax"
"Soro","527.00",NULL,"Property Tax"
"Soro","264.00","09","Property Tax"
"Soro","440.00",NULL,"Property Tax"
"Soro","110.00","12","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","29.00","18","Property Tax"
"Soro","195.00","05","Property Tax"
"Soro","2805.00",NULL,"Property Tax"
"Soro","253.00","02","Property Tax"
"Soro","110.00","07","Property Tax"
"Soro","418.00","08","Property Tax"
"Soro","130.00",NULL,"Property Tax"
"Soro","169.00",NULL,"Property Tax"
"Soro","185.00","09","Property Tax"
"Soro","360.00","02","Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","110.00","17","Property Tax"
"Soro","377.00",NULL,"Property Tax"
"Soro","235.00",NULL,"Property Tax"
"Soro","275.00","01","Property Tax"
"Soro","144.00",NULL,"Property Tax"
"Soro","275.00","09","Property Tax"
"Soro","110.00","07","Property Tax"
"Soro","498.00",NULL,"Property Tax"
"Soro","129.00",NULL,"Property Tax"
"Soro","272.00","03","Property Tax"
"Soro","276.00","12","Property Tax"
"Soro","185.00",NULL,"Property Tax"
"Soro","396.00","07","Property Tax"
"Soro","550.00","02","Property Tax"
"Soro","592.00",NULL,"Property Tax"
"Soro","557.00","02","Property Tax"
"Soro","564.00",NULL,"Property Tax"
"Soro","139.00","04","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","403.00",NULL,"Property Tax"
"Soro","969.00","05","Property Tax"
"Soro","2018.00",NULL,"Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","499.00",NULL,"Property Tax"
"Soro","2805.00",NULL,"Property Tax"
"Soro","2244.00","03","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","110.00","10","Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","2479.00",NULL,"Property Tax"
"Soro","110.00","04","Property Tax"
"Soro","380.00","09","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","249.00","07","Property Tax"
"Soro","132.00","11","Property Tax"
"Soro","213.00","04","Property Tax"
"Soro","160.00",NULL,"Property Tax"
"Soro","231.00","01","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","40.00","13","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","375.00","04","Property Tax"
"Soro","718.00","13","Property Tax"
"Soro","698.00","04","Property Tax"
"Soro","547.00","04","Property Tax"
"Soro","3162.00","02","Property Tax"
"Soro","550.00","09","Property Tax"
"Soro","345.00","09","Property Tax"
"Soro","521.00",NULL,"Property Tax"
"Soro","564.00","07","Property Tax"
"Soro","209.00","07","Property Tax"
"Soro","130.00","09","Property Tax"
"Soro","130.00","09","Property Tax"
"Soro","448.00","08","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","350.00","02","Property Tax"
"Soro","320.00","04","Property Tax"
"Soro","130.00","06","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","258.00","08","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","304.00",NULL,"Property Tax"
"Soro","209.00","09","Property Tax"
"Soro","256.00","13","Property Tax"
"Soro","938.00","02","Property Tax"
"Soro","173.00","13","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","1122.00","04","Property Tax"
"Soro","110.00","09","Property Tax"
"Soro","161.00","18","Property Tax"
"Soro","323.00","11","Property Tax"
"Soro","110.00","11","Property Tax"
"Soro","484.00","18","Property Tax"
"Soro","308.00","02","Property Tax"
"Soro","110.00","18","Property Tax"
"Soro","2020.00","03","Property Tax"
"Soro","296.00","19","Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","1981.00","03","Property Tax"
"Soro","293.00",NULL,"Property Tax"
"Soro","110.00",NULL,"Property Tax"
"Soro","308.00","18","Property Tax"
"Soro","225.00","08","Property Tax"
"Soro","275.00","13","Property Tax"
