"tenant_id","gateway","txn_status","txn_status_msg","txn_amount","gateway_txn_id","gateway_status_code","gateway_status_msg","gateway_payment_mode","consumer_code","module","txn_initiate_time","txn_last_updated_time"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111401782778","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-01-31 13:24:41+05:30","2022-01-31 13:45:02+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111401838423","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-01-31 14:07:40+05:30","2022-01-31 14:09:14+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111401841554","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-01-31 14:10:39+05:30","2022-01-31 14:11:17+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111401846550","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-01-31 14:14:42+05:30","2022-01-31 14:14:58+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","1000.00","111401846331","Successful",NULL,"OPTNBK","TL-CTC-2022-01-31-006255","TL","2022-01-31 14:14:28+05:30","2022-01-31 14:20:01+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","500.00","111401852543","Successful",NULL,"OPTNBK","TL-BAM-2022-01-31-006256","TL","2022-01-31 14:18:52+05:30","2022-01-31 14:21:06+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","3000.00","111401864495","Unsuccessful",NULL,"OPTUPI","TL-BAM-2022-01-31-006258","TL","2022-01-31 14:28:54+05:30","2022-01-31 14:29:51+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111401866638","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006258","TL","2022-01-31 14:30:32+05:30","2022-01-31 14:31:18+05:30"
"od.sambalpur","CCAVENUE","SUCCESS","Transaction successful","3655.00","111401868024","Successful",NULL,"OPTUPI","BP-SMB-2022-01-31-000600","BPA.NC_APP_FEE","2022-01-31 14:31:34+05:30","2022-01-31 14:32:38+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","822.00","111416839499","Successful",NULL,"OPTNBK","WS/CTC/1874471","WS","2022-02-16 10:55:10+05:30","2022-02-16 10:57:20+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111401884519","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006265","TL","2022-01-31 14:44:04+05:30","2022-01-31 14:45:52+05:30"
"od.jatni","CCAVENUE","SUCCESS","Transaction successful","1000.00","111401872687","Shipped",NULL,"OPTDBCRD","TL-JTN-2022-01-31-006213","TL","2022-01-31 14:34:33+05:30","2022-01-31 15:00:05+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","2500.00","111401925647","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006270","TL","2022-01-31 15:16:44+05:30","2022-01-31 15:17:38+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","5000.00","111401962161","Successful",NULL,"OPTNBK","TL-CTC-2022-01-31-006268","TL","2022-01-31 15:45:50+05:30","2022-01-31 15:48:15+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","2000.00","111401970041","Successful",NULL,"OPTNBK","TL-BAM-2022-01-31-006275","TL","2022-01-31 15:52:12+05:30","2022-01-31 15:54:29+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","500.00","111401972581","Unsuccessful",NULL,"OPTDBCRD","TL-BAM-2022-01-31-006278","TL","2022-01-31 15:54:39+05:30","2022-01-31 15:55:14+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1500.00","111401953918","Shipped",NULL,"OPTDBCRD","TL-BAM-2022-01-31-006271","TL","2022-01-31 15:39:09+05:30","2022-01-31 16:00:02+05:30"
"od.bhubaneswar","CCAVENUE","FAILURE","Transaction failed at gateway","524.00","111401954622","Initiated",NULL,"","WS/BMC/1514807","WS","2022-01-31 15:39:46+05:30","2022-01-31 16:00:03+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","500.00","111401978319","Unsuccessful",NULL,"OPTDBCRD","TL-BAM-2022-01-31-006278","TL","2022-01-31 15:59:19+05:30","2022-01-31 16:02:32+05:30"
"od.rajgangpur","CCAVENUE","SUCCESS","Transaction successful","1000.00","111401994331","Successful",NULL,"OPTNBK","TL-RJG-2022-01-31-006282","TL","2022-01-31 16:11:21+05:30","2022-01-31 16:15:18+05:30"
"od.baripada","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402006739","Successful",NULL,"OPTCRDC","TL-BRP-2022-01-27-005931","TL","2022-01-31 16:20:28+05:30","2022-01-31 16:24:08+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","500.00","111401987715","Initiated",NULL,"","TL-BAM-2022-01-31-006278","TL","2022-01-31 16:03:18+05:30","2022-01-31 16:30:00+05:30"
"od.kantabanji","CCAVENUE","SUCCESS","Transaction successful","1000.00","111415450706","Successful",NULL,"OPTNBK","TL-KNB-2022-02-14-007664","TL","2022-02-14 19:13:27+05:30","2022-02-14 19:15:00+05:30"
"od.bhubaneswar","CCAVENUE","SUCCESS","Transaction successful","4996.00","111402017330","Successful",NULL,"OPTNBK","BP-BMC-2022-01-28-000563","BPA.NC_APP_FEE","2022-01-31 16:29:21+05:30","2022-01-31 16:30:55+05:30"
"od.baripada","CCAVENUE","SUCCESS","Transaction successful","500.00","111402022151","Successful",NULL,"OPTCRDC","TL-BRP-2022-01-24-005752","TL","2022-01-31 16:32:20+05:30","2022-01-31 16:35:24+05:30"
"od.junagarh","CCAVENUE","SUCCESS","Transaction successful","5000.00","111402032038","Successful",NULL,"OPTNBK","TL-JNG-2022-01-31-006294","TL","2022-01-31 16:40:10+05:30","2022-01-31 16:41:28+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","32.00","111402043433","Successful",NULL,"OPTUPI","MR-RRK-2022-01-30-000597","MR","2022-01-31 16:49:28+05:30","2022-01-31 16:50:47+05:30"
"od.angul","CCAVENUE","FAILURE","Transaction failed at gateway","2200.00","111402029428","Auto-Reversed",NULL,"OPTUPI","TL-ANG-2022-01-31-006291","TL","2022-01-31 16:38:45+05:30","2022-01-31 17:00:05+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","20000.00","111416840851","Successful",NULL,"OPTNBK","TL-CTC-2022-02-16-008013","TL","2022-02-16 10:57:17+05:30","2022-02-16 10:58:09+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402075765","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006301","TL","2022-01-31 17:14:48+05:30","2022-01-31 17:20:01+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","500.00","111402084134","Successful",NULL,"OPTDBCRD","TL-BAM-2022-01-30-006190","TL","2022-01-31 17:20:53+05:30","2022-01-31 17:23:08+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","6975.00","111402086800","Successful",NULL,"OPTDBCRD","BP-RRK-2022-01-31-000610","BPA.NC_APP_FEE","2022-01-31 17:23:38+05:30","2022-01-31 17:24:58+05:30"
"od.jharsuguda","CCAVENUE","FAILURE","Transaction failed at gateway","1000.00","111402093422","Unsuccessful",NULL,"OPTDBCRD","TL-JRS-2022-01-31-006304","TL","2022-01-31 17:28:11+05:30","2022-01-31 17:30:28+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1200.00","111402103035","Successful",NULL,"OPTNBK","TL-BAM-2022-01-31-006305","TL","2022-01-31 17:35:20+05:30","2022-01-31 17:36:20+05:30"
"od.jharsuguda","CCAVENUE","FAILURE","Transaction failed at gateway","1000.00","111402100808","Aborted",NULL,"","TL-JRS-2022-01-31-006304","TL","2022-01-31 17:32:57+05:30","2022-01-31 17:38:35+05:30"
"od.junagarh","CCAVENUE","SUCCESS","Transaction successful","200.00","111402058284","Shipped",NULL,"OPTUPI","TL-JNG-2022-01-28-006056","TL","2022-01-31 17:00:15+05:30","2022-02-01 05:30:10+05:30"
"od.jharsuguda","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402107541","Successful",NULL,"OPTUPI","TL-JRS-2022-01-31-006304","TL","2022-01-31 17:38:58+05:30","2022-01-31 17:39:15+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111402119934","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006307","TL","2022-01-31 17:48:48+05:30","2022-01-31 17:50:44+05:30"
"od.bargarh","CCAVENUE","SUCCESS","Transaction successful","15000.00","111402174398","Successful",NULL,"OPTNBK","TL-BRG-2022-01-29-006165","TL","2022-01-31 18:30:51+05:30","2022-01-31 18:35:03+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111402231194","Successful",NULL,"OPTCRDC","TL-BAM-2022-01-31-006309","TL","2022-01-31 19:09:35+05:30","2022-01-31 19:16:50+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","6000.00","111402249201","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006310","TL","2022-01-31 19:21:05+05:30","2022-01-31 19:26:19+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","500.00","111402375558","Successful",NULL,"OPTUPI","TL-BAM-2022-01-31-006313","TL","2022-01-31 20:58:46+05:30","2022-01-31 20:59:20+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","509.00","111402329423","Unsuccessful",NULL,"OPTDBCRD","WS/CTC/1853877","WS","2022-01-31 20:15:31+05:30","2022-01-31 20:22:11+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","509.00","111402340501","Unsuccessful",NULL,"OPTDBCRD","WS/CTC/1853877","WS","2022-01-31 20:26:45+05:30","2022-01-31 20:31:48+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111402349604","Successful",NULL,"OPTUPI","TL-BAM-2022-01-29-006160","TL","2022-01-31 20:34:50+05:30","2022-01-31 20:36:38+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","1080.00","111402372557","Unsuccessful",NULL,"OPTUPI","WS/CTC/1946922","WS","2022-01-31 20:56:02+05:30","2022-01-31 21:15:04+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","375.00","111402546038","Successful",NULL,"OPTUPI","PT-RRK-348095","PT","2022-02-01 02:30:45+05:30","2022-02-01 02:33:27+05:30"
"od.sambalpur","CCAVENUE","FAILURE","Transaction failed at gateway","6179.00","NA","NA",NULL,"NA","BP-SMB-2021-08-15-000074","BPA.NC_APP_FEE","2021-08-18 15:58:32+05:30","2022-02-01 05:30:05+05:30"
"od.sambalpur","CCAVENUE","FAILURE","Transaction failed at gateway","6179.00","NA","NA",NULL,"NA","BP-SMB-2021-08-15-000074","BPA.NC_APP_FEE","2021-08-19 12:16:06+05:30","2022-02-01 05:30:05+05:30"
"od.sambalpur","CCAVENUE","FAILURE","Transaction failed at gateway","23934.00","NA","NA",NULL,"NA","BP-SMB-2021-11-22-000167","BPA.NC_SAN_FEE","2021-12-13 16:59:40+05:30","2022-02-01 05:30:07+05:30"
"od.bhubaneswar","CCAVENUE","FAILURE","Transaction failed at gateway","416.00","NA","NA",NULL,"NA","WS/BMC/1499509","WS","2021-12-13 16:46:33+05:30","2022-02-01 05:30:07+05:30"
"od.chatrapur","CCAVENUE","FAILURE","Transaction failed at gateway","500.00","NA","NA",NULL,"NA","TL-CHH-2021-12-31-004355","TL","2022-01-06 13:06:42+05:30","2022-02-01 05:30:08+05:30"
"od.aska","CCAVENUE","FAILURE","Transaction failed at gateway","2000.00","NA","NA",NULL,"NA","TL-ASK-2022-01-06-004749","TL","2022-01-07 11:21:09+05:30","2022-02-01 05:30:08+05:30"
"od.nayagarh","CCAVENUE","FAILURE","Transaction failed at gateway","1000.00","111401715608","Unsuccessful",NULL,"OPTUPI","TL-NGR-2022-01-31-006231","TL","2022-01-31 12:33:16+05:30","2022-02-01 05:30:10+05:30"
"od.angul","CCAVENUE","FAILURE","Transaction failed at gateway","2200.00","111402065768","Initiated",NULL,"","TL-ANG-2022-01-31-006291","TL","2022-01-31 17:06:05+05:30","2022-02-01 05:30:11+05:30"
"od.rourkela","CCAVENUE","FAILURE","Transaction failed at gateway","72698.00","111402672794","Initiated",NULL,"","BP-RRK-2022-01-22-000510","BPA.NC_SAN_FEE","2022-02-01 09:35:18+05:30","2022-02-01 09:36:34+05:30"
"od.rourkela","CCAVENUE","FAILURE","Transaction failed at gateway","72698.00","111402675238","Initiated",NULL,"","BP-RRK-2022-01-22-000510","BPA.NC_SAN_FEE","2022-02-01 09:38:07+05:30","2022-02-01 09:38:49+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","72698.00","111402676682","Successful",NULL,"OPTNBK","BP-RRK-2022-01-22-000510","BPA.NC_SAN_FEE","2022-02-01 09:39:37+05:30","2022-02-01 09:43:11+05:30"
"od.phulbani","CCAVENUE","SUCCESS","Transaction successful","300.00","111402695192","Successful",NULL,"OPTUPI","TL-PLB-2022-02-01-006327","TL","2022-02-01 09:57:23+05:30","2022-02-01 09:59:12+05:30"
"od.bhubaneswar","CCAVENUE","SUCCESS","Transaction successful","4201.00","111402716693","Successful",NULL,"OPTDBCRD","BP-BMC-2022-01-28-000566","BPA.NC_APP_FEE","2022-02-01 10:18:03+05:30","2022-02-01 10:19:04+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","540.00","111402738164","Successful",NULL,"OPTDBCRD","PT-CTC-232969","PT","2022-02-01 10:37:25+05:30","2022-02-01 10:38:39+05:30"
"od.dharamgarh","CCAVENUE","SUCCESS","Transaction successful","500.00","111432812810","Shipped",NULL,"OPTNBK","TL-DMG-2022-03-04-009606","TL","2022-03-04 11:50:42+05:30","2022-03-04 12:15:04+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","3813.00","111402742324","Successful",NULL,"OPTDBCRD","PT-CTC-232972","PT","2022-02-01 10:41:04+05:30","2022-02-01 10:42:07+05:30"
"od.dhenkanal","CCAVENUE","SUCCESS","Transaction successful","148.00","111402746275","Successful",NULL,"OPTUPI","WS/DKN/1668727","WS","2022-02-01 10:44:30+05:30","2022-02-01 10:47:57+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","360.00","111402749233","Successful",NULL,"OPTDBCRD","PT-CTC-232967","PT","2022-02-01 10:47:08+05:30","2022-02-01 10:48:18+05:30"
"od.rajgangpur","CCAVENUE","SUCCESS","Transaction successful","2000.00","111402754090","Successful",NULL,"OPTUPI","TL-RJG-2022-01-31-006314","TL","2022-02-01 10:51:20+05:30","2022-02-01 10:53:58+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","7.00","111402761581","Successful",NULL,"OPTUPI","MR-RRK-2022-01-29-000577","MR","2022-02-01 10:57:43+05:30","2022-02-01 10:59:20+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","2000.00","111402764542","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006328","TL","2022-02-01 11:00:15+05:30","2022-02-01 11:01:36+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","360.00","111402758154","Initiated",NULL,"","PT-CTC-232976","PT","2022-02-01 10:54:49+05:30","2022-02-01 11:15:02+05:30"
"od.jharsuguda","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402781066","Successful",NULL,"OPTUPI","TL-JRS-2022-02-01-006332","TL","2022-02-01 11:14:10+05:30","2022-02-01 11:15:37+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","4500.00","111402800072","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006333","TL","2022-02-01 11:29:22+05:30","2022-02-01 11:30:16+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","360.00","111402804160","Initiated",NULL,"","PT-CTC-232976","PT","2022-02-01 11:32:28+05:30","2022-02-01 11:33:34+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","360.00","111402809093","Initiated",NULL,"","PT-CTC-232976","PT","2022-02-01 11:36:18+05:30","2022-02-01 11:36:58+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","360.00","111402815556","Initiated",NULL,"","PT-CTC-232976","PT","2022-02-01 11:41:05+05:30","2022-02-01 11:41:32+05:30"
"od.angul","CCAVENUE","FAILURE","Transaction failed at gateway","2200.00","111402787252","Initiated",NULL,"","TL-ANG-2022-01-31-006291","TL","2022-02-01 11:19:15+05:30","2022-02-01 11:45:02+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111416862327","Successful",NULL,"OPTUPI","TL-BAM-2022-02-16-008018","TL","2022-02-16 11:17:29+05:30","2022-02-16 11:18:13+05:30"
"od.cuttack","CCAVENUE","FAILURE","Transaction failed at gateway","360.00","111402823734","Initiated",NULL,"","PT-CTC-232976","PT","2022-02-01 11:47:05+05:30","2022-02-01 11:47:31+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","360.00","111402834944","Successful",NULL,"OPTNBK","PT-CTC-232976","PT","2022-02-01 11:55:14+05:30","2022-02-01 11:57:37+05:30"
"od.bhubaneswardevelopmentauthority","CCAVENUE","SUCCESS","Transaction successful","2390.00","111402864603","Successful",NULL,"OPTDBCRD","BP-BDA-2022-01-29-000586","BPA.NC_APP_FEE","2022-02-01 12:19:15+05:30","2022-02-01 12:20:27+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402867322","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006351","TL","2022-02-01 12:21:30+05:30","2022-02-01 12:23:44+05:30"
"od.keonjhargarh","CCAVENUE","SUCCESS","Transaction successful","15000.00","111402886970","Successful",NULL,"OPTUPI","TL-KNJ-2022-02-01-006356","TL","2022-02-01 12:35:40+05:30","2022-02-01 12:40:42+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1500.00","111402872168","Shipped",NULL,"OPTNBK","TL-BAM-2022-02-01-006357","TL","2022-02-01 12:25:26+05:30","2022-02-01 12:45:03+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1000.00","111402911693","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006365","TL","2022-02-01 12:59:00+05:30","2022-02-01 13:00:23+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1200.00","111402912658","Successful",NULL,"OPTNBK","TL-BAM-2021-10-22-000367","TL","2022-02-01 12:59:46+05:30","2022-02-01 13:02:43+05:30"
"od.kuchinda","CCAVENUE","SUCCESS","Transaction successful","2100.00","111402910289","Successful",NULL,"OPTNBK","TL-KCN-2022-02-01-006337","TL","2022-02-01 12:57:53+05:30","2022-02-01 13:04:35+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","500.00","111402915374","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006369","TL","2022-02-01 13:02:08+05:30","2022-02-01 13:05:08+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","66914.00","111402918481","Awaited",NULL,"OPTUPI","BP-BAM-2022-01-08-000290","BPA.NC_SAN_FEE","2022-02-01 13:04:47+05:30","2022-02-01 13:13:35+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","500.00","111402930151","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006375","TL","2022-02-01 13:14:53+05:30","2022-02-01 13:16:06+05:30"
"od.sambalpur","CCAVENUE","FAILURE","Transaction failed at gateway","15000.00","111432818008","Initiated",NULL,"","TL-SMB-2022-03-03-009447","TL","2022-03-04 11:54:17+05:30","2022-03-04 12:15:04+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","131793.00","111402934325","Awaited",NULL,"OPTNEFT","BP-BAM-2022-01-08-000288","BPA.NC_SAN_FEE","2022-02-01 13:18:41+05:30","2022-02-01 13:21:40+05:30"
"od.bhubaneswar","CCAVENUE","SUCCESS","Transaction successful","4459.00","111402937565","Successful",NULL,"OPTDBCRD","BP-BMC-2022-01-31-000603","BPA.NC_APP_FEE","2022-02-01 13:21:26+05:30","2022-02-01 13:23:52+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1500.00","111402979818","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006402","TL","2022-02-01 14:00:11+05:30","2022-02-01 14:03:11+05:30"
"od.soro","CCAVENUE","SUCCESS","Transaction successful","260.00","111402996638","Successful",NULL,"OPTDBCRD","PT-SOR-429211","PT","2022-02-01 14:16:03+05:30","2022-02-01 14:17:10+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1200.00","111403039866","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006407","TL","2022-02-01 14:56:49+05:30","2022-02-01 14:57:52+05:30"
"od.paralakhemundi","CCAVENUE","SUCCESS","Transaction successful","500.00","111403013412","Shipped",NULL,"OPTDBCRD","TL-PRL-2022-02-01-006406","TL","2022-02-01 14:32:16+05:30","2022-02-01 15:00:00+05:30"
"od.angul","CCAVENUE","SUCCESS","Transaction successful","1500.00","111403047576","Successful",NULL,"OPTCRDC","TL-ANG-2022-02-01-006410","TL","2022-02-01 15:03:57+05:30","2022-02-01 15:06:36+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1000.00","111403076767","Successful",NULL,"OPTUPI","TL-BAM-2022-02-01-006412","TL","2022-02-01 15:30:33+05:30","2022-02-01 15:32:13+05:30"
"od.angul","CCAVENUE","FAILURE","Transaction failed at gateway","2200.00","111403067091","Initiated",NULL,"","TL-ANG-2022-01-31-006291","TL","2022-02-01 15:21:52+05:30","2022-02-01 15:45:04+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1250.00","111416864589","Successful",NULL,"OPTUPI","TL-BAM-2022-02-16-008016","TL","2022-02-16 11:20:21+05:30","2022-02-16 11:21:01+05:30"
"od.rairangpur","CCAVENUE","SUCCESS","Transaction successful","2000.00","111403117236","Successful",NULL,"OPTCRDC","TL-RRG-2022-02-01-006418","TL","2022-02-01 16:07:14+05:30","2022-02-01 16:08:24+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","1500.00","111403113639","Successful",NULL,"OPTDBCRD","TL-BAM-2022-02-01-006414","TL","2022-02-01 16:04:00+05:30","2022-02-01 16:10:43+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","5000.00","111402979683","Shipped",NULL,"OPTNBK","TL-BAM-2022-02-01-006395","TL","2022-02-01 13:59:57+05:30","2022-02-01 16:44:06+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","750.00","111403108492","Successful",NULL,"OPTCRDC","TL-BAM-2022-02-01-006416","TL","2022-02-01 15:59:25+05:30","2022-02-01 16:15:00+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111403154427","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-02-01 16:39:53+05:30","2022-02-01 16:40:29+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111403129225","Shipped",NULL,"OPTUPI","TL-BAM-2022-02-01-006420","TL","2022-02-01 16:17:45+05:30","2022-02-01 16:45:02+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","6000.00","111403162600","Initiated",NULL,"","TL-BAM-2022-01-31-006242","TL","2022-02-01 16:46:35+05:30","2022-02-01 16:48:32+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","6000.00","111403166319","Successful",NULL,"OPTCRDC","TL-BAM-2022-01-31-006242","TL","2022-02-01 16:49:44+05:30","2022-02-01 16:51:10+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","8000.00","111403177960","Successful",NULL,"OPTNBK","TL-BAM-2022-02-01-006426","TL","2022-02-01 17:00:01+05:30","2022-02-01 17:01:07+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","6000.00","111403194847","Successful",NULL,"OPTCRDC","TL-BAM-2022-01-27-006001","TL","2022-02-01 17:15:44+05:30","2022-02-01 17:17:51+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","66914.00","111403195456","Unsuccessful",NULL,"OPTUPI","BP-BAM-2022-01-08-000290","BPA.NC_SAN_FEE","2022-02-01 17:16:19+05:30","2022-02-01 17:21:55+05:30"
"od.cuttack","CCAVENUE","SUCCESS","Transaction successful","5000.00","111403200587","Successful",NULL,"OPTCRDC","TL-CTC-2022-01-27-006004","TL","2022-02-01 17:21:11+05:30","2022-02-01 17:22:51+05:30"
"od.baripada","CCAVENUE","SUCCESS","Transaction successful","2000.00","111403201320","Successful",NULL,"OPTCRDC","TL-BRP-2022-01-24-005753","TL","2022-02-01 17:21:50+05:30","2022-02-01 17:23:48+05:30"
"od.baripada","CCAVENUE","SUCCESS","Transaction successful","1000.00","111403208780","Successful",NULL,"OPTCRDC","TL-BRP-2022-01-27-005939","TL","2022-02-01 17:28:50+05:30","2022-02-01 17:30:23+05:30"
"od.berhampur","CCAVENUE","FAILURE","Transaction failed at gateway","66914.00","111403213011","Unsuccessful",NULL,"OPTUPI","BP-BAM-2022-01-08-000290","BPA.NC_SAN_FEE","2022-02-01 17:22:28+05:30","2022-02-01 17:45:02+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111403211401","Successful",NULL,"OPTNBK","TL-BAM-2022-02-01-006431","TL","2022-02-01 17:31:14+05:30","2022-02-01 17:36:35+05:30"
"od.berhampur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111403220980","Successful",NULL,"OPTNBK","TL-BAM-2022-02-01-006434","TL","2022-02-01 17:40:19+05:30","2022-02-01 17:42:43+05:30"
"od.bhubaneswar","CCAVENUE","FAILURE","Transaction failed at gateway","4139.00","111416870456","Initiated",NULL,"","BP-BMC-2022-02-12-000828","BPA.NC_APP_FEE","2022-02-16 11:25:00+05:30","2022-02-16 11:45:00+05:30"
"od.rourkela","CCAVENUE","SUCCESS","Transaction successful","140046.00","111417700699","Successful",NULL,"OPTDBCRD","BP-RRK-2022-01-31-000610","BPA.NC_SAN_FEE","2022-02-17 10:36:09+05:30","2022-02-17 10:37:40+05:30"
"od.kantabanji","CCAVENUE","SUCCESS","Transaction successful","2500.00","111418113228","Successful",NULL,"OPTUPI","TL-KNB-2022-02-17-008240","TL","2022-02-17 17:31:02+05:30","2022-02-17 17:32:53+05:30"
"od.rajgangpur","CCAVENUE","SUCCESS","Transaction successful","3000.00","111418721004","Successful",NULL,"OPTUPI","TL-RJG-2022-02-18-008285","TL","2022-02-18 12:10:31+05:30","2022-02-18 12:11:30+05:30"
"od.puri","CCAVENUE","SUCCESS","Transaction successful","245.00","111418961250","Successful",NULL,"OPTNBK","PT-PRI-512290","PT","2022-02-18 15:50:07+05:30","2022-02-18 15:52:48+05:30"
"od.bhubaneswar","CCAVENUE","FAILURE","Transaction failed at gateway","1118.00","111418974090","Initiated",NULL,"","WS/BMC/1500948","WS","2022-02-18 16:03:16+05:30","2022-02-18 16:30:00+05:30"
"od.bhubaneswar","CCAVENUE","FAILURE","Transaction failed at gateway","1868.00","111419132811","Initiated",NULL,"","WS/BMC/2175964","WS","2022-02-18 18:28:56+05:30","2022-02-18 18:45:00+05:30"
